BOAMP_AVIS_NUM,D_19_01_Annexed2_Infructueux,D_19_02_Annexed2_Recherche,D_19_03_Annexed2_Raisonstechniques,D_19_04_Annexed2_Raisonsartistiques,D_19_05_Annexed2_Proprieteintellectuelle,D_19_06_Annexed2_Urgenceimperieuse,D_19_07_Annexed2_Marchecomplementaire,D_19_08_Annexed2_Prestationsidentiques,D_19_09_Annexed2_Laureatsconcours,D_19_10_Annexed2_Matierespremieres,D_19_11_Annexed2_Cessationactivite,D_19_12_Annexed2_Liquidateurs,D_19_13_Annexed2_Achatopportunite,D_19_14_Annexed2_Horsscope,D_19_15_Annexed2_Explication
20-100112,,,True,,False,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Les produits proposés dans le cadre des systèmes billettiques sont étudiés et développés par Conduent Business Solutions. Les plans, schémas, restent la propriété exclusive de Conduent Business Solutions.</EXPLICATION>"
20-92669,,,False,,True,,,,,,,,,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<EXPLICATION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Pour la réparation de ses sous-ensembles billettiques, la RTM a recensé l'ensemble du matériel concerné. S'agissant du matériel fabriqué par la société CONDUENT, celle-ci détient de manière exclusive les droits de propriété intellectuelle, les codes sources des logiciels, et les détails de fabrication permettant la réparation de ses équipements.</EXPLICATION>"
